t lat lon alt heading roll pitch
243.78 33.9332418 -84.5390342 334.7 -0.38396 0.0082217 -0.043736
244.39 33.9332412 -84.5390333 334.7 -0.38968 0.0083391 -0.043859
244.78 33.9332405 -84.5390323 334.7 -0.39195 0.008345 -0.043722
245.39 33.93324 -84.5390315 334.7 -0.39667 0.008411 -0.04408
245.78 33.9332395 -84.5390308 334.7 -0.39976 0.0081885 -0.043789
246.39 33.9332387 -84.5390297 334.7 -0.40194 0.00836 -0.043709
246.78 33.9332382 -84.5390288 334.7 -0.40321 0.0083498 -0.043529
247.39 33.9332377 -84.5390282 334.8 -0.40392 0.0084677 -0.043629
247.79 33.9332372 -84.5390272 334.9 -0.40437 0.0085213 -0.043624
248.39 33.9332368 -84.5390267 335 -0.4065 0.0083168 -0.04384
248.79 33.9332365 -84.5390262 335.1 -0.40662 0.0081395 -0.043738
249.4 33.9332355 -84.5390252 335.2 -0.4064 0.0082102 -0.043773
249.8 33.9332348 -84.5390243 335.3 -0.40806 0.0080879 -0.043912
250.55 33.933234 -84.5390233 335.3 -0.40909 0.0080679 -0.04372
250.8 33.9332337 -84.5390232 335.4 -0.40921 0.0079387 -0.043772
251.4 33.9332335 -84.539023 335.5 -0.40983 0.008398 -0.04381
251.8 33.9332332 -84.5390228 335.5 -0.40983 0.0083953 -0.043689
252.4 33.9332322 -84.5390218 335.5 -0.41135 0.0084092 -0.043861
252.8 33.9332317 -84.5390213 335.5 -0.41131 0.0083409 -0.043936
253.41 33.9332312 -84.5390207 335.5 -0.41182 0.0082275 -0.04341
253.81 33.9332307 -84.5390202 335.5 -0.41225 0.0081349 -0.043451
254.41 33.9332303 -84.5390193 335.4 -0.41198 0.0082476 -0.04358
254.81 33.9332302 -84.5390188 335.4 -0.41 0.0080999 -0.043335
255.41 33.93323 -84.5390182 335.4 -0.41022 0.0081217 -0.043567
255.81 33.9332302 -84.539018 335.4 -0.40965 0.0083173 -0.043584
256.42 33.9332303 -84.5390177 335.4 -0.40952 0.0083568 -0.043794
256.81 33.9332302 -84.5390173 335.4 -0.41029 0.0084692 -0.043805
257.42 33.9332302 -84.5390167 335.4 -0.41147 0.0083126 -0.043737
257.82 33.9332305 -84.5390165 335.4 -0.41188 0.0083114 -0.043451
258.42 33.9332307 -84.539016 335.4 -0.41194 0.0082413 -0.043797
258.82 33.9332308 -84.539016 335.3 -0.41253 0.0083892 -0.044013
259.42 33.9332307 -84.5390157 335.3 -0.41146 0.0081701 -0.043771
259.82 33.9332305 -84.5390153 335.3 -0.41221 0.008178 -0.044063
260.43 33.9332305 -84.5390153 335.3 -0.41273 0.0081894 -0.043962
260.83 33.9332305 -84.5390152 335.3 -0.41348 0.0080862 -0.043847
261.43 33.9332305 -84.5390153 335.2 -0.41328 0.0081775 -0.044111
261.83 33.9332303 -84.5390153 335.3 -0.41298 0.0083397 -0.043731
262.43 33.93323 -84.5390152 335.3 -0.41409 0.0082591 -0.043781
262.83 33.9332298 -84.539015 335.4 -0.4149 0.0083113 -0.043875
263.44 33.9332298 -84.539015 335.4 -0.4136 0.0081703 -0.04367
263.83 33.93323 -84.539015 335.3 -0.41293 0.0079925 -0.043851
264.43 33.9332297 -84.5390148 335.3 -0.41338 0.008029 -0.043636
264.83 33.9332297 -84.5390148 335.3 -0.41328 0.0081141 -0.043621
265.43 33.9332298 -84.5390148 335.3 -0.41323 0.0084406 -0.043906
265.83 33.9332302 -84.5390152 335.3 -0.41262 0.0083172 -0.043727
